ticker,date,expected_candles,observed_candles,candle_coverage,valid_intraday_returns,stale_price_share,positive_volume_share,all_prices_positive,configured_market_close,effective_market_close
B3SA3.SA,2026-05-26,83,83,1.0,82,0.1951219512195122,0.9759036144578314,True,17:55,16:50
B3SA3.SA,2026-05-27,83,83,1.0,82,0.10975609756097561,0.9879518072289156,True,17:55,16:50
B3SA3.SA,2026-05-28,83,82,0.9879518072289156,81,0.20987654320987653,0.9878048780487805,True,17:55,16:50
B3SA3.SA,2026-05-29,83,82,0.9879518072289156,82,0.1951219512195122,0.9878048780487805,True,17:55,16:50
B3SA3.SA,2026-06-01,83,82,0.9879518072289156,81,0.1728395061728395,0.9878048780487805,True,17:55,16:50
B3SA3.SA,2026-06-02,83,83,1.0,82,0.1951219512195122,0.9879518072289156,True,17:55,16:50
B3SA3.SA,2026-06-03,83,82,0.9879518072289156,81,0.12345679012345678,0.9878048780487805,True,17:55,16:50
B3SA3.SA,2026-06-05,83,82,0.9879518072289156,81,0.12345679012345678,1.0,True,17:55,16:50
B3SA3.SA,2026-06-08,83,83,1.0,82,0.0975609756097561,0.9879518072289156,True,17:55,16:50
B3SA3.SA,2026-06-09,83,82,0.9879518072289156,81,0.1111111111111111,1.0,True,17:55,16:50
B3SA3.SA,2026-06-10,83,82,0.9879518072289156,81,0.14814814814814814,1.0,True,17:55,16:50
B3SA3.SA,2026-06-11,83,82,0.9879518072289156,81,0.14814814814814814,1.0,True,17:55,16:50
